link_id;link;article_title;article_author;post_date;article_excerpt;categories;site_manual;link_type;img_type;img_url;author_image;author_url;create_date;format;type;level;style;theme;topic;area;technology;other;misc;concatenate;tag_count
L02054;https://www.datasciencecentral.com/profiles/blogs/free-2-900-page-book-about-pandas;Free 2,900-page Manual about Pandas;CapriGranville733;2019-03-11;Pandas is an open source, BSD-licensed library providing high-performance, easy-to-use data structures and data analysis tools for the Python programming language. ;"python;book";https://www.datasciencecentral.com;website;png;https://www.datasciencecentral.com/wp-content/uploads/2021/10/3695508333.png;NA;NA;No;book;;;;;;;python;;technology;"book;technology;python";2
L02057;https://rpubs.com/dieghernan/beautifulmaps_I;Beautiful Maps with R (I): Fishnets, Honeycombs and Pixels;Diego HH;2019-06-02;Sometimes you want to produce maps with special layouts. I specially like maps with modified geometries, e.g. simplifiying the original shapes to squares or dots.;"geospatial;rstats;tutorial";https://rpubs.com;website;png;/img/article_images/img-l02057.png;NA;NA;No;;tutorial;;;;;geospatial;rstats;;technology;"tutorial;technology;geospatial;rstats";3
L02058;https://www.propublica.org/article/how-propublica-used-genomic-sequencing-data-to-track-an-ongoing-salmonella-outbreak;How ProPublica Used Genomic Sequencing Data to Track an Ongoing Salmonella Outbreak; Irena Hwang;2021-11-05;For a ProPublica reporter who did Ph.D. work in bioinformatics, data on bacterial DNA helped reveal how a once-rare salmonella strain spread through the chicken industry. Salmonella infantis is multidrug-resistant and is still making people sick.;"research;inspiration;news;data-analysis;example";https://www.propublica.org;website;jpg;https://assets-d.propublica.org/v5/images/20211105-salmonella-science-2.jpg;NA;NA;No;;research#news;example;;data-analysis#inspiration;;;;;;"research;news;example;data-analysis;inspiration";3
L02060;https://plato.stanford.edu/entries/necessary-sufficient/;Necessary and Sufficient Conditions;Andrew Brennan;2022-07-06;A handy tool in the search for precise definitions is the specification of necessary and/or sufficient conditions for the application of a term, the use of a concept, or the occurrence of some phenomenon or event.;"article;definition;art;logic";https://plato.stanford.edu;website;jpg;https://plato.stanford.edu/entries/necessary-sufficient/../../symbols/sepman-icon.jpg;NA;NA;No;article;;definition;;;;logic;;art;;"article;definition;logic;art";4
L02063;https://blog.datawrapper.de/data-vis-dispatch-november-30-2021/;Data Vis Dispatch, November 30;Lisa Charlotte Muth;2021-11-31;Welcome back to the 24th edition of Data Vis Dispatch! Every week, we’ll be publishing a collection of the best small and large data visualizations we find, especially from news organizations — to celebrate data journalism, data visualization, simple charts, elaborate maps, and their creators.;"data-viz;inspiration";https://blog.datawrapper.de;website;jpg;https://blog.datawrapper.de/wp-content/uploads/2021/11/FE5Wt7EVEAIahM0-1024x576.jpg;NA;NA;No;post;;;;data-viz#inspiration;;;;;;"post;data-viz;inspiration";2
L02065;https://gaphor.org/;Modeling for Everyone;Arjan Molenaar, Dan Yeaw;2022;A picture is worth a thousand words. Describe and document your applications and systems with Gaphor to enhance knowledge sharing.;"tool;model;method";https://gaphor.org;website;png;/img/article_images/img-l02065.png;NA;NA;No;site#application;docs;;;;tool#method;model;;;;"site;application;docs;tool;method;model";4
L02068;https://arxiv.org/abs/2112.04324;Deep Learning and Mathematical Intuition: A Review of (Davies et al. 2021);Ernest Davis et al.;2021-12-01;A recent paper by Davies et al (2021) describes how deep learning (DL) technology was used to find plausible hypotheses that have led to two original mathematical results: one in knot theory, one in representation theory. I argue here that the significance and novelty of this application of DL technology to mathematics is significantly overstated in the paper under review and has been wildly overstated in some of the accounts in the popular science press. ;"ml;research;cautionary-tale";https://arxiv.org;website;png;/img/article_images/img-l02068.png;NA;NA;No;;research;;cautionary-tale;;;ml;;;;"research;cautionary-tale;ml";3
L02070;https://twitter.com/neilrkaye/status/1161610119165161473/photo/1;Showing the Mercator Map Projection with the true size and shape of the country overlaid https://t.co/Gqr1Dd8YrM;Neil Kaye;2019-08-14;-;geospatial;https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/842692247560863745/cafxnPtu_normal.jpg;NA;No;;visual;;;;;geospatial;;;;"visual;geospatial";2
L02072;https://ml-ops.org/content/end-to-end-ml-workflow;An Overview of the End-to-End Machine Learning Workflow;Dr. Larysa Visengeriyeva et al.;Undated;In this section, we provide a high-level overview of a typical workflow for machine learning-based software development. Generally, the goal of a machine learning project is to build a statistical model by using collected data and applying machine learning algorithms to them.;"ml;process";https://ml-ops.org;website;png;/img/article_images/img-l02072.png;NA;NA;No;post;general;;;;process;ml;;;;"post;general;process;ml";4
L02073;https://www.weforum.org/agenda/2021/12/breaking-through-the-barriers-of-data-exchanges-why-measuring-value-will-really-matter/;Why measuring the value of data really matters;Uncredited;2021-12-15;How data is monetized, measured and managed presents an opportunity, as well as a risk.   So far, there is very little agreement on how to quantify the value of data. If the definition of value was transformed beyond revenue to include positive socioeconomic impacts in society, businesses will enjoy an array of collective social, commercial, and environmental benefits that will come with it.;article;https://www.weforum.org;website;jpg;https://assets.weforum.org/article/image/5Dh4uICe5c0mBuSM3RlsqpHa_3FBZxZKhaothuvn6Cs.jpg;NA;NA;No;post;general;;;;;;;;;"post;general";2
L02074;https://cacm.acm.org/magazines/2022/1/257448-fifty-years-of-p-vs-np-and-the-possibility-of-the-impossible/fulltext;Communications of the ACM;Lance Fortnow;2022-01;"On May 4, 1971, computer scientist/mathematician Steve Cook introduced the P vs. NP problem to the world in his paper, ""The Complexity of Theorem Proving Procedures."" More than 50 years later, the world is still trying to solve it. In fact, I addressed the subject 12 years ago in a Communications article, ""The Status of the P versus NP Problem.""";inspiration;https://cacm.acm.org;website;jpg;https://dl.acm.org/cms/attachment/d96dca57-bc83-4e05-a700-9cfad9238d3d/uf1.jpg;NA;NA;No;post;general;;;inspiration;;;;;;"post;general;inspiration";3
L02075;https://javascript.info/;The Modern JavaScript Tutorial;"Ilya Kantor, Alexey Maximov, Artem Beztsinniy, Sergey Zelenov, Stepan Suvorov
";2022-08-05;The Modern JavaScript Tutorial was created in 2007 by Ilya Kantor, and regularly updated since then. New chapters were added, outdated ones - removed, to stay fresh. The PDF version is about 1300 pages, starting from the beginning, and then to advanced topics.;"javascript;book;tutorial";https://javascript.info;website;png;/img/article_images/img-l02075.png;NA;NA;No;book;tutorial;;;;;;javascript;;technology;"book;tutorial;technology;javascript";3
L02077;https://nethackchallenge.com/report.html;The NetHack Challenge:Dungeons, Dragons, and Tourists;Eric Hambro et al.;2021;At the start of June, we announced the NetHack Challenge 2021, hosted at NeurIPS 2021, as a partnership between Facebook (now Meta) AI Research, AI Crowd, Oxford, UCL, and NYU. The competition has ended, and in this post, we will present and discuss the results, having first briefly recapped why this challenge matters for AI research, and what the rules and stakes were.;ml;https://nethackchallenge.com;website;png;https://nethackchallenge.com/images/logo.png;NA;NA;No;site;;;challenge;;;ml;;;;"site;challenge;ml";3
L02078;https://www.openculture.com/free_film_noir_movies;60 Free Film Noir Movies;Uncredited;Undated; During the 1940s and 50s, Hollywood entered a “noir” period, producing riveting films based on hard-boiled fiction. These films were set in dark locations and shot in a black & white aesthetic that fit like a glove.;"list;film;general";https://www.openculture.com;website;jpg;https://cdn8.openculture.com/wp-content/uploads/2014/08/08154654/noir-film-pic.jpg;NA;NA;No;;list#general;;;;;;;film;;"list;general;film";2
L02080;https://www.techtarget.com/searchenterpriseai/feature/Why-TinyML-use-cases-are-taking-off;Why TinyML use cases are taking off;Lisa Morgan;2021-12-21;TinyML technology can successfully collect and analyze data in real scenarios, as demonstrated in various use cases. Machine learning is commonly associated with big data, but that's changing quickly. While IoT, edge computing and intelligent edge devices arguably make big data even bigger, not all data at the edge is useful. Therefore, the data needs to be analyzed at the edge to separate the signal from the noise.;"ml;article";https://www.techtarget.com;website;jpg;https://cdn.ttgtmedia.com/rms/onlineImages/lawton_george.jpg;NA;NA;No;article;;;;;;ml;;;;"article;ml";2
L02081;https://www.hsph.harvard.edu/miguel-hernan/causal-inference-book/;Causal Inference: What If (the book);Miguel A. Hernan & James M. Robins;2020-12-31;Jamie Robins and I have written a book that provides a cohesive presentation of concepts of, and methods for, causal inference. ;"book;statistics";https://www.hsph.harvard.edu;website;jpg;https://cdn1.sph.harvard.edu/wp-content/uploads/2022/07/cropped-man-smoking_800x600.jpg;NA;NA;No;book;;;;;;statistics#causality#inference;;;;"book;statistics;causality;inference";2
L02082;http://bubbles.databrewery.org/;Bubbles, a data Python framework for data processing and data quality measurement;Stefan Urbanek ;Undated;Bubbles is a Python framework for data processing and data quality measurement. Basic concept are abstract data objects, operations and dynamic operation dispatch.;"python;tool;quality;data-processing";http://bubbles.databrewery.org;website;png;http://bubbles.databrewery.org/theme/img/logo_bubbles.png;NA;NA;No;package;;;;;tool;quality#data-processing;python;;technology;"package;tool;technology;quality;data-processing;python";4
L02086;https://luigi.readthedocs.io/en/stable/;Getting Started with luigi;Gram;2018-11;Luigi is a Python (2.7, 3.6, 3.7 tested) package that helps you build complex pipelines of batch jobs. It handles dependency resolution, workflow management, visualization, handling failures, command line integration, and much more.;"python;tool";https://luigi.readthedocs.io;website;png;https://raw.githubusercontent.com/spotify/luigi/master/doc/luigi.png;NA;NA;No;package;;;;;tool;data-processing;python;;technology;"package;tool;technology;data-processing;python";4
L02089;https://petewarden.com/2021/12/24/why-are-ml-compilers-so-hard/;Pete Warden's blog;Pete Warden;2021-12-14;Even before the first version of TensorFlow was released, the XLA project was integrated as a “domain-specific compiler” for its machine learning graphs. Since then there have been a lot of other compilers aimed at ML problems, like TVM, MLIR, EON, and GLOW. They have all been very successful in different areas, but they’re still not the primary way for most users to run machine learning models. In this post I want to talk about some of the challenges that face ML compiler writers, and some approaches I think may help in the future.;"ml;tool;pitfall";https://petewarden.com;website;png;https://upload.wikimedia.org/wikipedia/commons/0/00/Modern_Loose_Reed_Power_Loom-marsden.png;NA;NA;No;post;;;;pitfall;tool;ml;;;;"post;pitfall;tool;ml";4
L02093;https://plotparade.com/gallery_sunrise.html;How long are the nights?; Krisztina Szucs;Undated;This data visualization created by Krisztina Szucs shows the sunrise and sunset times around the world. See how the night and daylight areas change during a two year period. To focus on the length of nights the y axis for hours starts at noon.;"data-viz;inspiration";https://plotparade.com;website;png;/img/article_images/img-l02093.png;NA;NA;No;site;;;;data-viz#inspiration;;;;;;"site;data-viz;inspiration";2
L02095;https://spectrum.ieee.org/deep-learning-cant-be-trusted;Deep Learning Can’t Be Trusted, Brain Modeling Pioneer Says;Kathy Pretz;2021-12-30;During the past 20 years, deep learning has come to dominate artificial intelligence research and applications through a series of useful commercial applications. But underneath the dazzle are some deep-rooted problems that threaten the technology’s ascension. ;"ml;pitfall;cautionary-tale";https://spectrum.ieee.org;website;png;https://spectrum.ieee.org/media-library/photo-of-a-man-in-glasses-and-a-blue-checkered-shirt.jpg?id=28601631&width=1200&height=834;NA;NA;No;interview#article;;;cautionary-tale;pitfall;;ml;;;;"interview;article;cautionary-tale;pitfall;ml";4
